,name,difficulty_code,district,difficulty,description,polyline
190,S HENDERSON ST,d,Current,#FF0000,In street minor separation,"[(48.25747554158548, -110.20861751969619), (48.256869952635626, -110.20301684414271), (48.25685895289208, -110.20291513329381), (48.256844557011355, -110.20278202455442)]"
194,16TH AVE SW,d,Current,#FF0000,In street minor separation,"[(48.38641671635905, -110.47657588061996), (48.38067438511497, -110.4779620615001)]"
198,2ND AVE,i,Current,#FFFF00,In street major separation,"[(48.59027056796145, -110.41486796599024), (48.59242859092341, -110.41759257594808)]"
199,14TH AVE S,d,Current,#FF0000,In street minor separation,"[(48.52803556989356, -110.30600771441222), (48.52774124328653, -110.3060661895504), (48.52559854058107, -110.30649187552885), (48.525303834287634, -110.30655041667926)]"
201,FREMONT AVE N,i,Current,#FFFF00,In street major separation,"[(48.72593976379298, -110.38050908379914), (48.72718583025795, -110.38022730888864)]"
202,4TH AVE,i,Current,#FFFF00,In street major separation,"[(48.54874432868718, -110.36450880298833), (48.55105863111228, -110.3659773363711), (48.5512807282255, -110.36611825940923)]"
203,UNIVERSITY BR,i,Current,#FFFF00,In street major separation,"[(48.70353933589665, -110.2783628539307), (48.70372196493763, -110.2781630356488)]"
204,SW SPOKANE ST,e,Current,#00FF00,Multi use Trail,"[(48.446112161195806, -110.47799923348566), (48.446358385114955, -110.47863253677052), (48.446669574123746, -110.47910007275739), (48.447021898820516, -110.47942442227746), (48.44785396487198, -110.4798131128766)]"
206,DEXTER AVE N,d,Current,#FF0000,In street minor separation,"[(48.66113537337057, -110.37599698304562), (48.66364214899026, -110.37622757544398)]"
208,S COLUMBIAN WAY,i,Current,#FFFF00,In street major separation,"[(48.392768014375314, -110.31674090870446), (48.392170383372886, -110.31544471159994), (48.38949036815706, -110.30962631179497)]"
216,EAST GREEN LAKE DR N,i,Current,#FFFF00,In street major separation,"[(48.80776521502411, -110.31611410144143), (48.80797615193622, -110.31691914347581), (48.80812267319768, -110.31778630718513), (48.80820268241015, -110.3186673158504), (48.80824085889224, -110.31949542942878)]"
220,WESTERN AVE,d,Current,#FF0000,In street minor separation,"[(48.57517061412394, -110.40719979543154), (48.57548117121941, -110.40764408122219), (48.578109371825064, -110.4109085008683)]"
224,BURKE GILMAN TRL,e,Current,#00FF00,Multi use Trail,"[(48.68438243117389, -110.23935753776234), (48.684414803896004, -110.23912352046733), (48.68446017492913, -110.23885342805276), (48.68450291051975, -110.23862347169411), (48.68455722262802, -110.23835716879488), (48.684616293317724, -110.23809318988171), (48.68468008171017, -110.23783172245447), (48.68474853843846, -110.23757296281228), (48.68482161122593, -110.23731710084806), (48.6848878821139, -110.2371002358996), (48.684969390580996, -110.23685025170111), (48.68505535448953, -110.23660369356102), (48.685145707252886, -110.23636074736221), (48.68524039470501, -110.23612158235397), (48.685339333983535, -110.23588638432503), (48.68542747360005, -110.23568807217106), (48.68553412716635, -110.23546068906771), (48.685644819333426, -110.23523775976197), (48.68575947383644, -110.23501944060081), (48.68586083716198, -110.23483610388408), (48.68592917012114, -110.23471863920527), (48.68598261818421, -110.23462676503229), (48.68610811127589, -110.23442249936296), (48.686237226559626, -110.23422344152131), (48.686350705046934, -110.23405707772936), (48.68648628671562, -110.23386808610107), (48.686625211821806, -110.23368470817809), (48.68676737775628, -110.23350709182193), (48.686912676783514, -110.23333535438128), (48.6870396376304, -110.233192931939), (48.68719047178748, -110.2330324562231), (48.687344134702634, -110.23287821456358), (48.687399229562466, -110.23282581739008), (48.687608939392426, -110.23264520217036), (48.687828695583214, -110.23243318212043), (48.68852125444534, -110.23187802984721), (48.689124630410106, -110.23147825707231), (48.689783147779444, -110.2311157527679), (48.68997627694047, -110.23103624538567), (48.69108397472815, -110.23035504182141), (48.696142970252225, -110.22752104695076), (48.70050855638122, -110.22507512410249), (48.70407964671047, -110.22309906252144), (48.704438055449465, -110.22289737236665), (48.70473528115507, -110.22275912694963), (48.70516171373949, -110.22256848127536), (48.70574200878131, -110.22232025981502), (48.70595225476348, -110.22223821013225), (48.70629171008223, -110.22210376175427), (48.70654898519369, -110.22198653844694), (48.70797177898881, -110.2214145993539), (48.70822374884549, -110.22134222614466), (48.708472197232496, -110.2212315122804), (48.7087513020515, -110.22117298672222), (48.7111134261148, -110.22058139909191), (48.71154889396416, -110.22047956726597), (48.71212803664663, -110.22034760547795), (48.71250863539011, -110.22026778139393), (48.71281311105265, -110.22020392124843), (48.71319630205692, -110.22019667910044)]"
225,YESLER WAY,d,Current,#FF0000,In street minor separation,"[(48.5342669341383, -110.36479671928987), (48.534120565954375, -110.3634042061004), (48.53366799139917, -110.3591263221052)]"
227,10TH AVE E,i,Current,#FFFF00,In street major separation,"[(48.652746268730745, -110.29638487917276), (48.65302236779332, -110.29631858223162), (48.65860292390412, -110.29497852745955)]"
228,ARBORETUM DR E,d,Current,#FF0000,Sharrows,"[(48.60694548405245, -110.2197130300095), (48.60700936345741, -110.21971681955903), (48.60706392199502, -110.21970540070477), (48.60715405721352, -110.21970650232099), (48.60720637669784, -110.21969954396353), (48.60727349017966, -110.21970945586408), (48.6074058431404, -110.21973765582484), (48.60748817971208, -110.21974038973543), (48.60756085048897, -110.21975313056029), (48.607758075557996, -110.21979570395737), (48.607809961675414, -110.21981279859189), (48.60794755140875, -110.2198308010921), (48.607996868561166, -110.2198295811415), (48.60804283852446, -110.21983992315359), (48.6080851274683, -110.21983905966322), (48.60811738328096, -110.2198442880654), (48.608151158813456, -110.21983721542783), (48.60819496323053, -110.2198240552696), (48.608235809572086, -110.21980751871008), (48.608272977167445, -110.2197797760884), (48.60831644081255, -110.21975473219713), (48.61085592547906, -110.21871522786364), (48.61095740123546, -110.21871714342393), (48.61106451254035, -110.21871306689087), (48.61117144040521, -110.2187027301962), (48.61126282300362, -110.21868890040128), (48.61138424526768, -110.21866493368215), (48.61147550297278, -110.21864931779143), (48.6115669665693, -110.21863674670166), (48.61165859532916, -110.2186272324594), (48.61175033813749, -110.21862077526711), (48.61184215591304, -110.218617379817), (48.611933997856376, -110.21861704974948), (48.612041124076875, -110.21862053378848), (48.612132872383306, -110.21862683744787), (48.61222450683758, -110.21863619687949), (48.6127004711514, -110.21870009046795), (48.61314282652461, -110.21875625364504), (48.61363114758035, -110.21881445708239), (48.614134936290384, -110.21887033845105), (48.61418062411338, -110.21887728724613), (48.61424113376503, -110.21889130894016), (48.61430098685809, -110.21891072247614), (48.61435997227889, -110.21893545639306), (48.61440351401439, -110.21895744690902), (48.614460479384576, -110.21899126880133), (48.61450227564949, -110.21901995179664), (48.614556609164985, -110.21906250255056), (48.61459620562189, -110.21909756304896), (48.614668137710936, -110.21914028569203), (48.6148253947063, -110.21923106696903), (48.61498342854504, -110.21931872419665), (48.61512774791734, -110.21939568385822), (48.61528718964572, -110.21947732669963), (48.615360987160656, -110.21950781897253), (48.615421066605585, -110.21952555276941), (48.61548179025183, -110.21953728033755), (48.61555816242619, -110.21954468406705), (48.61564998548472, -110.21954703064074), (48.615741770117864, -110.2195423430355), (48.61583327632574, -110.21953063990559), (48.61590915141996, -110.21951554521638), (48.61599953975306, -110.21949106411772), (48.617194782169, -110.21921014874502), (48.61723981319078, -110.21919660269069), (48.617284341595045, -110.21917969143927), (48.61734273967592, -110.21915198226806), (48.617385666915894, -110.21912739617704), (48.61744153822543, -110.21908965742207), (48.61749562651972, -110.21904640969008), (48.61754776189479, -110.21899800402875), (48.617611097894034, -110.21893321043325), (48.61767256088655, -110.21886443045342), (48.617732036591434, -110.21879178616028), (48.61778941851976, -110.21871540851116), (48.61784460569221, -110.21863543783039), (48.617897501689455, -110.21855201348774), (48.617948004202105, -110.21846528660635), (48.61799602979553, -110.21837541136986), (48.61804148914421, -110.21828255371464), (48.61808430141129, -110.21818687079032), (48.618124387975804, -110.21808854382378), (48.61816168098568, -110.21798774477827), (48.6181894530529, -110.21790544653955), (48.61822154845843, -110.21780065246574), (48.61873511293585, -110.2156311231908), (48.61874665447422, -110.21558703535443), (48.61876113886184, -110.21552131526437), (48.61877274161755, -110.2154543126285), (48.61877885449637, -110.21540907249057), (48.618783651334816, -110.21536347344843), (48.61878836320076, -110.21529458360682), (48.618790077622116, -110.21522537500483), (48.6187895536514, -110.21517921461744), (48.61878321802446, -110.2150641983935), (48.61878195549963, -110.21501806998702), (48.618783353305766, -110.21494885754997), (48.618788689399786, -110.21488008577602), (48.61880185700639, -110.21478994431625), (48.618816178981305, -110.21472415618877), (48.61883418978713, -110.21466046648109), (48.618855765145916, -110.21459934291579), (48.61888074106544, -110.21454125101874), (48.61889919230667, -110.21450440935554), (48.61894013759684, -110.21443581063697), (48.6189741169766, -110.21438924867134), (48.61899819012118, -110.21436073302975), (48.61904938591046, -110.21431016528138), (48.61972688060507, -110.21320134834755), (48.62008340672511, -110.21283214401362), (48.62022033928892, -110.21276418754553), (48.62029874146338, -110.21276739851966), (48.621550664115254, -110.21307453310806), (48.621658155129325, -110.21311092268537), (48.62184191799671, -110.21326877224311), (48.62194550539744, -110.21340415327445), (48.62207073308104, -110.21363318189712), (48.62219595935769, -110.21386220132533), (48.6223140915022, -110.21401417375921), (48.62245421745428, -110.21412226741874), (48.623623476509444, -110.21466275521688), (48.62389308644398, -110.21476336772217), (48.62412793215497, -110.2149105332165), (48.62433368967785, -110.21502452259415), (48.625751254439386, -110.21614140948795), (48.6260389542656, -110.21629715385502), (48.62625747952321, -110.21640847518184), (48.627980846989175, -110.21702937695153), (48.628137645822015, -110.21703581051122), (48.628305443633074, -110.21702030567651), (48.628429608732574, -110.21695502394901), (48.628544148434806, -110.2168861478727), (48.62908845125293, -110.21643549530151), (48.62932715335343, -110.21630133661981), (48.62973005277633, -110.21613278021488), (48.63019148715436, -110.21599403973526), (48.630433988327276, -110.2159011601637), (48.63067648744292, -110.21580828362717), (48.630918988111794, -110.21571539884931), (48.63121241991853, -110.21556976355738), (48.633353872076256, -110.2139848537627), (48.63369823413459, -110.21378644710414), (48.63419083124942, -110.21368323113332), (48.63458156826308, -110.21368553035893), (48.63489019966935, -110.21370502985702), (48.63531590084609, -110.21378417497617), (48.63588603440028, -110.2139172308836), (48.63646073192838, -110.21379680870045), (48.636961692577174, -110.21348139285146), (48.638935866510614, -110.211594556247), (48.63895835856639, -110.21158640527025), (48.6389793253305, -110.21157887908186), (48.63900030039216, -110.21157141778114), (48.6390212857149, -110.21156401744905), (48.639042281932475, -110.21155668496726), (48.63906328613091, -110.21154941393256), (48.639084300907626, -110.21154220730783), (48.6391053262618, -110.21153506509273), (48.63912636023058, -110.21152799120597), (48.63914740414403, -110.21152097484797), (48.639168456038405, -110.21151401993743), (48.639189518827656, -110.2115071328771), (48.63921058991464, -110.21150031070565), (48.63923166929926, -110.2114935534221), (48.63925275926199, -110.2114868605492), (48.639273857205794, -110.21148022912371), (48.63929496376445, -110.21147366602733), (48.63931614120661, -110.21146764568356), (48.63933737287272, -110.21146206286755), (48.63935865128917, -110.2114569121318), (48.639379971894506, -110.21145219443352), (48.639401335006625, -110.21144791321285), (48.63942273543084, -110.21144406254605), (48.639444167593766, -110.21144065762921), (48.63946562826506, -110.2114376886192), (48.63948711256726, -110.21143515303203), (48.63950861689002, -110.2114330621453), (48.639530140283476, -110.21143140563812), (48.639551676223846, -110.21143018838546), (48.63957322014984, -110.21142941134413), (48.63959476978181, -110.21142907499167), (48.63961631992582, -110.21142917340416), (48.639637869251644, -110.21142971738132), (48.63965940996854, -110.21143069803568), (48.63968094011249, -110.21143211928711), (48.63970245252653, -110.21143397912815), (48.639723954051384, -110.21143627612635), (48.639745423404754, -110.2114390568274), (48.63976686483091, -110.21144231683506), (48.639788271488655, -110.211446057584), (48.63980964078141, -110.21145027611136), (48.63983096586791, -110.21145497385285), (48.639852241870834, -110.21146014832284), (48.63987346391352, -110.21146579703834), (48.63989462971513, -110.211471920477), (48.639915732434844, -110.21147852007354), (48.63993676656197, -110.21148558646235), (48.63995773076664, -110.21149313044371), (48.639978616624155, -110.21150113624894), (48.63999942248736, -110.21150961123776), (48.64002014347941, -110.21151855292595), (48.64004077212571, -110.21152795586633), (48.64006130874282, -110.2115378235001), (48.64008174262619, -110.2115481405361), (48.640102075042506, -110.21155892073769), (48.640122300480826, -110.21157015473933), (48.64014241178379, -110.2115818405339), (48.64016240375722, -110.21159397219733), (48.64018227671763, -110.21160655316957), (48.640202023190554, -110.21161957800447), (48.64022164057921, -110.21163304373916), (48.64024112140908, -110.21164694492688), (48.64026046339958, -110.21166128204554), (48.640279663953976, -110.21167605213306), (48.640298717561045, -110.21169124582298), (48.64031761769654, -110.21170686799096), (48.64033636144688, -110.21172291223337), (48.64035494849536, -110.21173937511014), (48.64037336908661, -110.21175625165097), (48.64164363989664, -110.21313156553434), (48.64167245036526, -110.21314627957084), (48.641692999691806, -110.21315608585581), (48.641713652263675, -110.21316537249328), (48.64173440351999, -110.21317414043892), (48.64175525086412, -110.21318238672876), (48.641776184542074, -110.213190106393), (48.64179720030961, -110.2131973038267), (48.64181829265666, -110.21320396966283), (48.64183945537563, -110.21321011221609), (48.64186068232315, -110.21321571523755), (48.64188197185189, -110.21322078608623), (48.641903310280526, -110.21322532762845), (48.6419246963425, -110.21322932610002), (48.64194612642759, -110.21323279277927), (48.64196758818416, -110.21323571973208), (48.641989081612415, -110.21323810695733), (48.64201059531118, -110.21323995684433), (48.6420321289636, -110.21324126595155), (48.64205367313216, -110.21324203274835), (48.642075223573215, -110.21324226163121), (48.64209677281244, -110.21324194715139), (48.64211831660599, -110.21324109370464), (48.642139847796585, -110.21323969928298), (48.64216135954303, -110.21323776531926), (48.64218284728544, -110.21323529276904), (48.64220430386575, -110.21323227962408), (48.64222572732086, -110.21322872980238), (48.64224710624913, -110.2132246456927), (48.64226843773673, -110.21322002089079), (48.642289715576815, -110.21321486371099), (48.64231093292798, -110.21320917558641), (48.64233208719349, -110.21320295355338), (48.64235316728874, -110.2131962034419), (48.64237417061651, -110.2131889222878), (48.64544377251564, -110.21229298893006), (48.64546923641129, -110.21228116635378), (48.6454898076677, -110.21227146360417), (48.64551034864592, -110.21226163391073), (48.645530867136564, -110.21225168616233), (48.64555135731272, -110.21224160755035), (48.64557182012443, -110.21223140839831), (48.64559225265752, -110.21222108230155), (48.645612664666864, -110.2122106342304), (48.645633044434135, -110.21220006313347), (48.645653396520075, -110.21218936805447), (48.645673718327444, -110.2121785460308), (48.64569401276986, -110.21216760346574), (48.6457142772506, -110.21215653739658), (48.645734511452886, -110.21214534438171), (48.64575471892357, -110.21213403770743), (48.64577489383562, -110.21212260456552), (48.64579503650519, -110.21211104839666), (48.64581514921265, -110.21209936872312), (48.64583523227505, -110.21208756898518), (48.645855283095294, -110.21207564622044), (48.645875301672866, -110.21206360042804), (48.64589528604478, -110.21205143552743), (48.645915240771224, -110.21203915056199), (48.64593516097497, -110.21202674304726), (48.64595504893592, -110.2120142125046), (48.64597490269116, -110.21200156285283), (48.64599472224013, -110.21198879409192), (48.646014507583146, -110.21197590622255), (48.64603425840331, -110.21196289580244), (48.6460539727367, -110.2119497667509), (48.64607365774159, -110.211936521075), (48.646093303029055, -110.2119231469223), (48.646112912463614, -110.2119096610199), (48.64613248509465, -110.21189605304467), (48.64762766595305, -110.21046252932219)]"
